Phase	Time [s]	Speed [km/h]
Medium	819	17
Medium	820	18
Medium	821	21,4
Medium	822	24,8
Medium	823	27,9
Medium	824	30,8
Medium	825	33
Medium	826	35,1
Medium	827	37,1
Medium	828	38,9
Medium	829	41,4
Medium	830	44
Medium	831	46,3
Medium	832	47,7
Medium	833	48,2
Medium	834	48,7
Medium	835	49,3
Medium	836	49,8
Medium	837	50,2
Medium	838	50,9
Medium	839	51,8
Medium	840	52,5
Medium	841	53,3
Medium	842	54,5
Medium	843	55,7
Medium	844	56,5
Medium	845	56,8
Medium	846	57
Medium	847	57,2
Medium	848	57,7
Medium	849	58,7
Medium	850	60,1
Medium	851	61,1
Medium	852	61,7
Medium	853	62,3
Medium	854	62,9
Medium	855	63,3
Medium	856	63,4
Medium	857	63,5
Medium	858	63,9
Medium	859	64,4
Medium	860	65
Medium	861	65,6
Medium	862	66,6
Medium	863	67,4
Medium	864	68,2
Medium	865	69,1
Medium	866	70
Medium	867	70,8
Medium	868	71,5
Medium	869	72,4
Medium	870	73
Medium	871	73,7
Medium	872	74,4
Medium	873	74,9
Medium	874	75,3
Medium	875	75,6
Medium	876	75,8
Medium	877	76,6
Medium	878	76,5
Medium	879	76,2
Medium	880	75,8
Medium	881	75,4
Medium	882	74,8
Medium	883	73,9
Medium	884	72,7
Medium	885	71,3
Medium	886	70,4
Medium	887	70
Medium	888	70
Medium	889	69
Medium	890	68
Medium	891	67,3
Medium	892	66,2
Medium	893	64,8
Medium	894	63,6
Medium	895	62,6
Medium	896	62,1
Medium	897	61,9
Medium	898	61,9
Medium	899	61,8
Medium	900	61,5
Medium	901	60,9
Medium	902	59,7
Medium	903	54,6
Medium	904	49,3
Medium	905	44,9
Medium	906	42,3
Medium	907	41,4
Medium	908	41,3
Medium	909	42,1
Medium	910	44,7
Medium	911	46
Medium	912	48,8
Medium	913	50,1
Medium	914	51,3
Medium	915	54,1
Medium	916	55,2
Medium	917	56,2
Medium	918	56,1
Medium	919	56,1
Medium	920	56,5
Medium	921	57,5
Medium	922	59,2
Medium	923	60,7
Medium	924	61,8
Medium	925	62,3
Medium	926	62,7
Medium	927	62
Medium	928	61,3
Medium	929	60,9
Medium	930	60,5
Medium	931	60,2
Medium	932	59,8
Medium	933	59,4
Medium	934	58,6
Medium	935	57,5
Medium	936	56,6
Medium	937	56
Medium	938	55,5
Medium	939	55
Medium	940	54,4
Medium	941	54,1
Medium	942	54
Medium	943	53,9
Medium	944	53,9
Medium	945	54
Medium	946	54,2
Medium	947	55
Medium	948	55,8
Medium	949	56,2
Medium	950	56,1
Medium	951	55,1
Medium	952	52,7
Medium	953	48,4
Medium	954	43,1
Medium	955	37,8
Medium	956	32,5
Medium	957	27,2
Medium	958	25,1
Medium	959	27
Medium	960	29,8
Medium	961	33,8
Medium	962	37
Medium	963	40,7
Medium	964	43
Medium	965	45,6
Medium	966	46,9
Medium	967	47
Medium	968	46,9
Medium	969	46,5
Medium	970	45,8
Medium	971	44,3
Medium	972	41,3
Medium	973	36,5
Medium	974	31,7
Medium	975	27
Medium	976	24,7
Medium	977	19,3
Medium	978	16
Medium	979	13,2
Medium	980	10,7
Medium	981	8,8
Medium	982	7,2
Medium	983	5,5
Medium	984	3,2
Medium	985	1,1
Medium	986	0
Medium	987	0
Medium	988	0
Medium	989	0
Medium	990	0
Medium	991	0
Medium	992	0
Medium	993	0
Medium	994	0
Medium	995	0
Medium	996	0
Medium	997	0
Medium	998	0
Medium	999	0
Medium	1000	0
Medium	1001	0
Medium	1002	0
Medium	1003	0
Medium	1004	0
Medium	1005	0
Medium	1006	0
Medium	1007	0
Medium	1008	0
Medium	1009	0
Medium	1010	0
Medium	1011	0
Medium	1012	0
Medium	1013	0
Medium	1014	0
Medium	1015	0
Medium	1016	0
Medium	1017	0
Medium	1018	0
Medium	1019	0
Medium	1020	0
Medium	1021	0
Medium	1022	0
High	1023	0
High	1024	0
High	1025	0
High	1026	0
High	1027	0,8
High	1028	3,6
High	1029	8,6
High	1030	14,6
High	1031	20
High	1032	24,4
High	1033	28,2
High	1034	31,7
High	1035	35
High	1036	37,6
High	1037	39,7
High	1038	41,5
High	1039	43,6
High	1040	46
High	1041	48,4
High	1042	50,5
High	1043	51,9
High	1044	52,6
High	1045	52,8
High	1046	52,9
High	1047	53,1
High	1048	53,3
High	1049	53,1
High	1050	52,3
High	1051	50,7
High	1052	48,8
High	1053	46,5
High	1054	43,8
High	1055	40,3
High	1056	36
High	1057	30,7
High	1058	25,4
High	1059	21
High	1060	16,7
High	1061	13,4
High	1062	12
High	1063	12,1
High	1064	12,8
High	1065	15,6
High	1066	19,9
High	1067	23,4
High	1068	24,6
High	1069	27
High	1070	29
High	1071	32
High	1072	34,8
High	1073	37,7
High	1074	40,8
High	1075	43,2
High	1076	46
High	1077	48
High	1078	50,7
High	1079	52
High	1080	54,5
High	1081	55,9
High	1082	57,4
High	1083	58,1
High	1084	58,4
High	1085	58,8
High	1086	58,8
High	1087	58,6
High	1088	58,7
High	1089	58,8
High	1090	58,8
High	1091	58,8
High	1092	59,1
High	1093	60,1
High	1094	61,7
High	1095	63
High	1096	63,7
High	1097	63,9
High	1098	63,5
High	1099	62,3
High	1100	60,3
High	1101	58,9
High	1102	58,4
High	1103	58,8
High	1104	60,2
High	1105	62,3
High	1106	63,9
High	1107	64,5
High	1108	64,4
High	1109	63,5
High	1110	62
High	1111	61,2
High	1112	61,3
High	1113	61,7
High	1114	62
High	1115	64,6
High	1116	66
High	1117	66,2
High	1118	65,8
High	1119	64,7
High	1120	63,6
High	1121	62,9
High	1122	62,4
High	1123	61,7
High	1124	60,1
High	1125	57,3
High	1126	55,8
High	1127	50,5
High	1128	45,2
High	1129	40,1
High	1130	36,2
High	1131	32,9
High	1132	29,8
High	1133	26,6
High	1134	23
High	1135	19,4
High	1136	16,3
High	1137	14,6
High	1138	14,2
High	1139	14,3
High	1140	14,6
High	1141	15,1
High	1142	16,4
High	1143	19,1
High	1144	22,5
High	1145	24,4
High	1146	24,8
High	1147	22,7
High	1148	17,4
High	1149	13,8
High	1150	12
High	1151	12
High	1152	12
High	1153	13,9
High	1154	17,7
High	1155	22,8
High	1156	27,3
High	1157	31,2
High	1158	35,2
High	1159	39,4
High	1160	42,5
High	1161	45,4
High	1162	48,2
High	1163	50,3
High	1164	52,6
High	1165	54,5
High	1166	56,6
High	1167	58,3
High	1168	60
High	1169	61,5
High	1170	63,1
High	1171	64,3
High	1172	65,7
High	1173	67,1
High	1174	68,3
High	1175	69,7
High	1176	70,6
High	1177	71,6
High	1178	72,6
High	1179	73,5
High	1180	74,2
High	1181	74,9
High	1182	75,6
High	1183	76,3
High	1184	77,1
High	1185	77,9
High	1186	78,5
High	1187	79
High	1188	79,7
High	1189	80,3
High	1190	81
High	1191	81,6
High	1192	82,4
High	1193	82,9
High	1194	83,4
High	1195	83,8
High	1196	84,2
High	1197	84,7
High	1198	85,2
High	1199	85,6
High	1200	86,3
High	1201	86,8
High	1202	87,4
High	1203	88
High	1204	88,3
High	1205	88,7
High	1206	89
High	1207	89,3
High	1208	89,8
High	1209	90,2
High	1210	90,6
High	1211	91
High	1212	91,3
High	1213	91,6
High	1214	91,9
High	1215	92,2
High	1216	92,8
High	1217	93,1
High	1218	93,3
High	1219	93,5
High	1220	93,7
High	1221	93,9
High	1222	94
High	1223	94,1
High	1224	94,3
High	1225	94,4
High	1226	94,6
High	1227	94,7
High	1228	94,8
High	1229	95
High	1230	95,1
High	1231	95,3
High	1232	95,4
High	1233	95,6
High	1234	95,7
High	1235	95,8
High	1236	96
High	1237	96,1
High	1238	96,3
High	1239	96,4
High	1240	96,6
High	1241	96,8
High	1242	97
High	1243	97,2
High	1244	97,3
High	1245	97,4
High	1246	97,4
High	1247	97,4
High	1248	97,4
High	1249	97,3
High	1250	97,3
High	1251	97,3
High	1252	97,3
High	1253	97,2
High	1254	97,1
High	1255	97
High	1256	96,9
High	1257	96,7
High	1258	96,4
High	1259	96,1
High	1260	95,7
High	1261	95,5
High	1262	95,3
High	1263	95,2
High	1264	95
High	1265	94,9
High	1266	94,7
High	1267	94,5
High	1268	94,4
High	1269	94,4
High	1270	94,3
High	1271	94,3
High	1272	94,1
High	1273	93,9
High	1274	93,4
High	1275	92,8
High	1276	92
High	1277	91,3
High	1278	90,6
High	1279	90
High	1280	89,3
High	1281	88,7
High	1282	88,1
High	1283	87,4
High	1284	86,7
High	1285	86
High	1286	85,3
High	1287	84,7
High	1288	84,1
High	1289	83,5
High	1290	82,9
High	1291	82,3
High	1292	81,7
High	1293	81,1
High	1294	80,5
High	1295	79,9
High	1296	79,4
High	1297	79,1
High	1298	78,8
High	1299	78,5
High	1300	78,2
High	1301	77,9
High	1302	77,6
High	1303	77,3
High	1304	77
High	1305	76,7
High	1306	76
High	1307	76
High	1308	76
High	1309	75,9
High	1310	76
High	1311	76
High	1312	76,1
High	1313	76,3
High	1314	76,5
High	1315	76,6
High	1316	76,8
High	1317	77,1
High	1318	77,1
High	1319	77,2
High	1320	77,2
High	1321	77,6
High	1322	78
High	1323	78,4
High	1324	78,8
High	1325	79,2
High	1326	80,3
High	1327	80,8
High	1328	81
High	1329	81
High	1330	81
High	1331	81
High	1332	81
High	1333	80,9
High	1334	80,6
High	1335	80,3
High	1336	80
High	1337	79,9
High	1338	79,8
High	1339	79,8
High	1340	79,8
High	1341	79,9
High	1342	80
High	1343	80,4
High	1344	80,8
High	1345	81,2
High	1346	81,5
High	1347	81,6
High	1348	81,6
High	1349	81,4
High	1350	80,7
High	1351	79,6
High	1352	78,2
High	1353	76,8
High	1354	75,3
High	1355	73,8
High	1356	72,1
High	1357	70,2
High	1358	68,2
High	1359	66,1
High	1360	63,8
High	1361	61,6
High	1362	60,2
High	1363	59,8
High	1364	60,4
High	1365	61,8
High	1366	62,6
High	1367	62,7
High	1368	61,9
High	1369	60
High	1370	58,4
High	1371	57,8
High	1372	57,8
High	1373	57,8
High	1374	57,3
High	1375	56,2
High	1376	54,3
High	1377	50,8
High	1378	45,5
High	1379	40,2
High	1380	34,9
High	1381	29,6
High	1382	28,7
High	1383	29,3
High	1384	30,5
High	1385	31,7
High	1386	32,9
High	1387	35
High	1388	38
High	1389	40,5
High	1390	42,7
High	1391	45,8
High	1392	47,5
High	1393	48,9
High	1394	49,4
High	1395	49,4
High	1396	49,2
High	1397	48,7
High	1398	47,9
High	1399	46,9
High	1400	45,6
High	1401	44,2
High	1402	42,7
High	1403	40,7
High	1404	37,1
High	1405	33,9
High	1406	30,6
High	1407	28,6
High	1408	27,3
High	1409	27,2
High	1410	27,5
High	1411	27,4
High	1412	27,1
High	1413	26,7
High	1414	26,8
High	1415	28,2
High	1416	31,1
High	1417	34,8
High	1418	38,4
High	1419	40,9
High	1420	41,7
High	1421	40,9
High	1422	38,3
High	1423	35,3
High	1424	34,3
High	1425	34,6
High	1426	36,3
High	1427	39,5
High	1428	41,8
High	1429	42,5
High	1430	41,9
High	1431	40,1
High	1432	36,6
High	1433	31,3
High	1434	26
High	1435	20,6
High	1436	19,1
High	1437	19,7
High	1438	21,1
High	1439	22
High	1440	22,1
High	1441	21,4
High	1442	19,6
High	1443	18,3
High	1444	18
High	1445	18,3
High	1446	18,5
High	1447	17,9
High	1448	15
High	1449	9,9
High	1450	4,6
High	1451	1,2
High	1452	0
High	1453	0
High	1454	0
High	1455	0
High	1456	0
High	1457	0
High	1458	0
High	1459	0
High	1460	0
High	1461	0
High	1462	0
High	1463	0
High	1464	0
High	1465	0
High	1466	0
High	1467	0
High	1468	0
High	1469	0
High	1470	0
High	1471	0
High	1472	0
High	1473	0
High	1474	0
High	1475	0
High	1476	0
High	1477	0
 Extra High	1478	0
 Extra High	1479	2,2
 Extra High	1480	4,4
 Extra High	1481	6,3
 Extra High	1482	7,9
 Extra High	1483	9,2
 Extra High	1484	10,4
 Extra High	1485	11,5
 Extra High	1486	12,9
 Extra High	1487	14,7
 Extra High	1488	17
 Extra High	1489	19,8
 Extra High	1490	23,1
 Extra High	1491	26,7
 Extra High	1492	30,5
 Extra High	1493	34,1
 Extra High	1494	37,5
 Extra High	1495	40,6
 Extra High	1496	43,3
 Extra High	1497	45,7
 Extra High	1498	47,7
 Extra High	1499	49,3
 Extra High	1500	50,5
 Extra High	1501	51,3
 Extra High	1502	52,1
 Extra High	1503	52,7
 Extra High	1504	53,4
 Extra High	1505	54
 Extra High	1506	54,5
 Extra High	1507	55
 Extra High	1508	55,6
 Extra High	1509	56,3
 Extra High	1510	57,2
 Extra High	1511	58,5
 Extra High	1512	60,2
 Extra High	1513	62,3
 Extra High	1514	64,7
 Extra High	1515	67,1
 Extra High	1516	69,2
 Extra High	1517	70,7
 Extra High	1518	71,9
 Extra High	1519	72,7
 Extra High	1520	73,4
 Extra High	1521	73,8
 Extra High	1522	74,1
 Extra High	1523	74
 Extra High	1524	73,6
 Extra High	1525	72,5
 Extra High	1526	70,8
 Extra High	1527	68,6
 Extra High	1528	66,2
 Extra High	1529	64
 Extra High	1530	62,2
 Extra High	1531	60,9
 Extra High	1532	60,2
 Extra High	1533	60
 Extra High	1534	60,4
 Extra High	1535	61,4
 Extra High	1536	63,2
 Extra High	1537	65,6
 Extra High	1538	68,4
 Extra High	1539	71,6
 Extra High	1540	74,9
 Extra High	1541	78,4
 Extra High	1542	81,8
 Extra High	1543	84,9
 Extra High	1544	87,4
 Extra High	1545	89
 Extra High	1546	90
 Extra High	1547	90,6
 Extra High	1548	91
 Extra High	1549	91,5
 Extra High	1550	92
 Extra High	1551	92,7
 Extra High	1552	93,4
 Extra High	1553	94,2
 Extra High	1554	94,9
 Extra High	1555	95,7
 Extra High	1556	96,6
