Phase	Time [s]	Speed [km/h]
Medium	814	39,7
Medium	815	41,6
Medium	816	43,3
Medium	817	45,1
Medium	818	46,9
Medium	819	48,7
Medium	820	50,5
Medium	821	52,4
Medium	822	54,1
Medium	823	55,7
Medium	824	56,8
Medium	825	57,9
Medium	826	59
Medium	827	59,9
Medium	828	60,7
Medium	829	61,4
Medium	830	62
Medium	831	62,5
Medium	832	62,9
Medium	833	63,2
Medium	834	63,4
Medium	835	63,7
Medium	836	64
Medium	837	64,4
Medium	838	64,9
Medium	839	65,5
Medium	840	66,2
Medium	841	67
Medium	842	67,8
Medium	843	68,6
Medium	844	69,4
Medium	845	70,1
Medium	846	70,9
Medium	847	71,7
Medium	848	72,5
Medium	849	73,2
Medium	850	73,8
Medium	851	74,4
Medium	852	74,7
Medium	853	74,7
Medium	854	74,6
Medium	855	74,2
Medium	856	73,5
Medium	857	72,6
Medium	858	71,8
Medium	859	71
Medium	860	70,1
Medium	861	69,4
Medium	862	68,9
Medium	863	68,4
Medium	864	67,9
Medium	865	67,1
Medium	866	65,8
Medium	867	63,9
Medium	868	61,4
Medium	869	58,4
Medium	870	55,4
Medium	871	52,4
Medium	872	50
Medium	873	48,3
Medium	874	47,3
Medium	875	46,8
Medium	876	46,9
Medium	877	47,1
Medium	878	47,5
Medium	879	47,8
Medium	880	48,3
Medium	881	48,8
Medium	882	49,5
Medium	883	50,2
Medium	884	50,8
Medium	885	51,4
Medium	886	51,8
Medium	887	51,9
Medium	888	51,7
Medium	889	51,2
Medium	890	50,4
Medium	891	49,2
Medium	892	47,7
Medium	893	46,3
Medium	894	45,1
Medium	895	44,2
Medium	896	43,7
Medium	897	43,4
Medium	898	43,1
Medium	899	42,5
Medium	900	41,8
Medium	901	41,1
Medium	902	40,3
Medium	903	39,7
Medium	904	39,3
Medium	905	39,2
Medium	906	39,3
Medium	907	39,6
Medium	908	40
Medium	909	40,7
Medium	910	41,4
Medium	911	42,2
Medium	912	43,1
Medium	913	44,1
Medium	914	44,9
Medium	915	45,6
Medium	916	46,4
Medium	917	47
Medium	918	47,8
Medium	919	48,3
Medium	920	48,9
Medium	921	49,4
Medium	922	49,8
Medium	923	49,6
Medium	924	49,3
Medium	925	49
Medium	926	48,5
Medium	927	48
Medium	928	47,5
Medium	929	47
Medium	930	46,9
Medium	931	46,8
Medium	932	46,8
Medium	933	46,8
Medium	934	46,9
Medium	935	46,9
Medium	936	46,9
Medium	937	46,9
Medium	938	46,9
Medium	939	46,8
Medium	940	46,6
Medium	941	46,4
Medium	942	46
Medium	943	45,5
Medium	944	45
Medium	945	44,5
Medium	946	44,2
Medium	947	43,9
Medium	948	43,7
Medium	949	43,6
Medium	950	43,6
Medium	951	43,5
Medium	952	43,5
Medium	953	43,4
Medium	954	43,3
Medium	955	43,1
Medium	956	42,9
Medium	957	42,7
Medium	958	42,5
Medium	959	42,4
Medium	960	42,2
Medium	961	42,1
Medium	962	42
Medium	963	41,8
Medium	964	41,7
Medium	965	41,5
Medium	966	41,3
Medium	967	41,1
Medium	968	40,8
Medium	969	40,3
Medium	970	39,6
Medium	971	38,5
Medium	972	37
Medium	973	35,1
Medium	974	33
Medium	975	30,6
Medium	976	27,9
Medium	977	25,1
Medium	978	22
Medium	979	18,8
Medium	980	15,5
Medium	981	12,3
Medium	982	8,8
Medium	983	6
Medium	984	3,6
Medium	985	1,6
Medium	986	0
Medium	987	0
Medium	988	0
Medium	989	0
Medium	990	0
Medium	991	0
Medium	992	0
Medium	993	0
Medium	994	0
Medium	995	0
Medium	996	0
Medium	997	0
Medium	998	0
Medium	999	0
Medium	1000	0
Medium	1001	0
Medium	1002	0
Medium	1003	0
Medium	1004	0
Medium	1005	0
Medium	1006	0
Medium	1007	0
Medium	1008	0
Medium	1009	0
Medium	1010	0
Medium	1011	0
Medium	1012	0
Medium	1013	0
Medium	1014	0
Medium	1015	0
Medium	1016	0
Medium	1017	0
Medium	1018	0
Medium	1019	0
Medium	1020	0
Medium	1021	0
Medium	1022	0
High	1023	0
High	1024	0
High	1025	0
High	1026	0
High	1027	1,1
High	1028	3
High	1029	5,7
High	1030	8,4
High	1031	11,1
High	1032	14
High	1033	17
High	1034	20,1
High	1035	22,7
High	1036	23,6
High	1037	24,5
High	1038	24,8
High	1039	25,1
High	1040	25,3
High	1041	25,5
High	1042	25,7
High	1043	25,8
High	1044	25,9
High	1045	26
High	1046	26,1
High	1047	26,3
High	1048	26,5
High	1049	26,8
High	1050	27,1
High	1051	27,5
High	1052	28
High	1053	28,6
High	1054	29,3
High	1055	30,4
High	1056	31,8
High	1057	33,7
High	1058	35,8
High	1059	37,8
High	1060	39,5
High	1061	40,8
High	1062	41,8
High	1063	42,4
High	1064	43
High	1065	43,4
High	1066	44
High	1067	44,4
High	1068	45
High	1069	45,4
High	1070	46
High	1071	46,4
High	1072	47
High	1073	47,4
High	1074	48
High	1075	48,4
High	1076	49
High	1077	49,4
High	1078	50
High	1079	50,4
High	1080	50,8
High	1081	51,1
High	1082	51,3
High	1083	51,3
High	1084	51,3
High	1085	51,3
High	1086	51,3
High	1087	51,3
High	1088	51,3
High	1089	51,4
High	1090	51,6
High	1091	51,8
High	1092	52,1
High	1093	52,3
High	1094	52,6
High	1095	52,8
High	1096	52,9
High	1097	53
High	1098	53
High	1099	53
High	1100	53,1
High	1101	53,2
High	1102	53,3
High	1103	53,4
High	1104	53,5
High	1105	53,7
High	1106	55
High	1107	56,8
High	1108	58,8
High	1109	60,9
High	1110	63
High	1111	65
High	1112	66,9
High	1113	68,6
High	1114	70,1
High	1115	71,5
High	1116	72,8
High	1117	73,9
High	1118	74,9
High	1119	75,7
High	1120	76,4
High	1121	77,1
High	1122	77,6
High	1123	78
High	1124	78,2
High	1125	78,4
High	1126	78,5
High	1127	78,5
High	1128	78,6
High	1129	78,7
High	1130	78,9
High	1131	79,1
High	1132	79,4
High	1133	79,8
High	1134	80,1
High	1135	80,5
High	1136	80,8
High	1137	81
High	1138	81,2
High	1139	81,3
High	1140	81,2
High	1141	81
High	1142	80,6
High	1143	80
High	1144	79,1
High	1145	78
High	1146	76,8
High	1147	75,5
High	1148	74,1
High	1149	72,9
High	1150	71,9
High	1151	71,2
High	1152	70,9
High	1153	71
High	1154	71,5
High	1155	72,3
High	1156	73,2
High	1157	74,1
High	1158	74,9
High	1159	75,4
High	1160	75,5
High	1161	75,2
High	1162	74,5
High	1163	73,3
High	1164	71,7
High	1165	69,9
High	1166	67,9
High	1167	65,7
High	1168	63,5
High	1169	61,2
High	1170	59
High	1171	56,8
High	1172	54,7
High	1173	52,7
High	1174	50,9
High	1175	49,4
High	1176	48,1
High	1177	47,1
High	1178	46,5
High	1179	46,3
High	1180	46,5
High	1181	47,2
High	1182	48,3
High	1183	49,7
High	1184	51,3
High	1185	53
High	1186	54,9
High	1187	56,7
High	1188	58,6
High	1189	60,2
High	1190	61,6
High	1191	62,2
High	1192	62,5
High	1193	62,8
High	1194	62,9
High	1195	63
High	1196	63
High	1197	63,1
High	1198	63,2
High	1199	63,3
High	1200	63,5
High	1201	63,7
High	1202	63,9
High	1203	64,1
High	1204	64,3
High	1205	66,1
High	1206	67,9
High	1207	69,7
High	1208	71,4
High	1209	73,1
High	1210	74,7
High	1211	76,2
High	1212	77,5
High	1213	78,6
High	1214	79,7
High	1215	80,6
High	1216	81,5
High	1217	82,2
High	1218	83
High	1219	83,7
High	1220	84,4
High	1221	84,9
High	1222	85,1
High	1223	85,2
High	1224	84,9
High	1225	84,4
High	1226	83,6
High	1227	82,7
High	1228	81,5
High	1229	80,1
High	1230	78,7
High	1231	77,4
High	1232	76,2
High	1233	75,4
High	1234	74,8
High	1235	74,3
High	1236	73,8
High	1237	73,2
High	1238	72,4
High	1239	71,6
High	1240	70,8
High	1241	69,9
High	1242	67,9
High	1243	65,7
High	1244	63,5
High	1245	61,2
High	1246	59
High	1247	56,8
High	1248	54,7
High	1249	52,7
High	1250	50,9
High	1251	49,4
High	1252	48,1
High	1253	47,1
High	1254	46,5
High	1255	46,3
High	1256	45,1
High	1257	43
High	1258	40,6
High	1259	38,1
High	1260	35,4
High	1261	32,7
High	1262	30
High	1263	29,9
High	1264	30
High	1265	30,2
High	1266	30,4
High	1267	30,6
High	1268	31,6
High	1269	33
High	1270	33,9
High	1271	34,8
High	1272	35,7
High	1273	36,6
High	1274	37,5
High	1275	38,4
High	1276	39,3
High	1277	40,2
High	1278	40,8
High	1279	41,7
High	1280	42,4
High	1281	43,1
High	1282	43,6
High	1283	44,2
High	1284	44,8
High	1285	45,5
High	1286	46,3
High	1287	47,2
High	1288	48,1
High	1289	49,1
High	1290	50
High	1291	51
High	1292	51,9
High	1293	52,7
High	1294	53,7
High	1295	55
High	1296	56,8
High	1297	58,8
High	1298	60,9
High	1299	63
High	1300	65
High	1301	66,9
High	1302	68,6
High	1303	70,1
High	1304	71
High	1305	71,8
High	1306	72,8
High	1307	72,9
High	1308	73
High	1309	72,3
High	1310	71,9
High	1311	71,3
High	1312	70,9
High	1313	70,5
High	1314	70
High	1315	69,6
High	1316	69,2
High	1317	68,8
High	1318	68,4
High	1319	67,9
High	1320	67,5
High	1321	67,2
High	1322	66,8
High	1323	65,6
High	1324	63,3
High	1325	60,2
High	1326	56,2
High	1327	52,2
High	1328	48,4
High	1329	45
High	1330	41,6
High	1331	38,6
High	1332	36,4
High	1333	34,8
High	1334	34,2
High	1335	34,7
High	1336	36,3
High	1337	38,5
High	1338	41
High	1339	43,7
High	1340	46,5
High	1341	49,1
High	1342	51,6
High	1343	53,9
High	1344	56
High	1345	57,9
High	1346	59,7
High	1347	61,2
High	1348	62,5
High	1349	63,5
High	1350	64,3
High	1351	65,3
High	1352	66,3
High	1353	67,3
High	1354	68,3
High	1355	69,3
High	1356	70,3
High	1357	70,8
High	1358	70,8
High	1359	70,8
High	1360	70,9
High	1361	70,9
High	1362	70,9
High	1363	70,9
High	1364	71
High	1365	71
High	1366	71,1
High	1367	71,2
High	1368	71,3
High	1369	71,4
High	1370	71,5
High	1371	71,7
High	1372	71,8
High	1373	71,9
High	1374	71,9
High	1375	71,9
High	1376	71,9
High	1377	71,9
High	1378	71,9
High	1379	71,9
High	1380	72
High	1381	72,1
High	1382	72,4
High	1383	72,7
High	1384	73,1
High	1385	73,4
High	1386	73,8
High	1387	74
High	1388	74,1
High	1389	74
High	1390	73
High	1391	72
High	1392	71
High	1393	70
High	1394	69
High	1395	68
High	1396	67,7
High	1397	66,7
High	1398	66,6
High	1399	66,7
High	1400	66,8
High	1401	66,9
High	1402	66,9
High	1403	66,9
High	1404	66,9
High	1405	66,9
High	1406	66,9
High	1407	66,9
High	1408	67
High	1409	67,1
High	1410	67,3
High	1411	67,5
High	1412	67,8
High	1413	68,2
High	1414	68,6
High	1415	69
High	1416	69,3
High	1417	69,3
High	1418	69,2
High	1419	68,8
High	1420	68,2
High	1421	67,6
High	1422	67,4
High	1423	67,2
High	1424	66,9
High	1425	66,3
High	1426	65,4
High	1427	64
High	1428	62,4
High	1429	60,6
High	1430	58,6
High	1431	56,7
High	1432	54,8
High	1433	53
High	1434	51,3
High	1435	49,6
High	1436	47,8
High	1437	45,5
High	1438	42,8
High	1439	39,8
High	1440	36,5
High	1441	33
High	1442	29,5
High	1443	25,8
High	1444	22,1
High	1445	18,6
High	1446	15,3
High	1447	12,4
High	1448	9,6
High	1449	6,6
High	1450	3,8
High	1451	1,6
High	1452	0
High	1453	0
High	1454	0
High	1455	0
High	1456	0
High	1457	0
High	1458	0
High	1459	0
High	1460	0
High	1461	0
High	1462	0
High	1463	0
High	1464	0
High	1465	0
High	1466	0
High	1467	0
High	1468	0
High	1469	0
High	1470	0
High	1471	0
High	1472	0
High	1473	0
High	1474	0
High	1475	0
High	1476	0
High	1477	0
Extra High	1478	0
Extra High	1479	1,1
Extra High	1480	2,3
Extra High	1481	4,6
Extra High	1482	6,5
Extra High	1483	8,9
Extra High	1484	10,9
Extra High	1485	13,5
Extra High	1486	15,2
Extra High	1487	17,6
Extra High	1488	19,3
Extra High	1489	21,4
Extra High	1490	23
Extra High	1491	25
Extra High	1492	26,5
Extra High	1493	28,4
Extra High	1494	29,8
Extra High	1495	31,7
Extra High	1496	33,7
Extra High	1497	35,8
Extra High	1498	38,1
Extra High	1499	40,5
Extra High	1500	42,2
Extra High	1501	43,5
Extra High	1502	44,5
Extra High	1503	45,2
Extra High	1504	45,8
Extra High	1505	46,6
Extra High	1506	47,4
Extra High	1507	48,5
Extra High	1508	49,7
Extra High	1509	51,3
Extra High	1510	52,9
Extra High	1511	54,3
Extra High	1512	55,6
Extra High	1513	56,8
Extra High	1514	57,9
Extra High	1515	58,9
Extra High	1516	59,7
Extra High	1517	60,3
Extra High	1518	60,7
Extra High	1519	60,9
Extra High	1520	61
Extra High	1521	61,1
Extra High	1522	61,4
Extra High	1523	61,8
Extra High	1524	62,5
Extra High	1525	63,4
Extra High	1526	64,5
Extra High	1527	65,7
Extra High	1528	66,9
Extra High	1529	68,1
Extra High	1530	69,1
Extra High	1531	70
Extra High	1532	70,9
Extra High	1533	71,8
Extra High	1534	72,6
Extra High	1535	73,4
Extra High	1536	74
Extra High	1537	74,7
Extra High	1538	75,2
Extra High	1539	75,7
Extra High	1540	76,4
Extra High	1541	77,2
Extra High	1542	78,2
Extra High	1543	78,9
Extra High	1544	79,9
Extra High	1545	81,1
Extra High	1546	82,4
Extra High	1547	83,7
Extra High	1548	85,4
Extra High	1549	87
Extra High	1550	88,3
Extra High	1551	89,5
Extra High	1552	90,5
Extra High	1553	91,3
Extra High	1554	92,2
Extra High	1555	93
Extra High	1556	93,8
Extra High	1557	94,6
Extra High	1558	95,3
